API Well Number,County,Company Name,API Hole Number,Sidetrack,Completion,Well Type,Production Field Name,Well Status,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, MCF","Water Produced, bbl",Reporting Year,Location 1
31013143430000,13,"Eclipse Energy Company, LLC",14343,0,0,GD,Lakeshore,UN,Warnshius 3109,Westfield,Medina,12,292,3,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013225830000,13,"REI-NY, Inc.",22583,0,0,GD,Lakeshore,AC,Picard 1,Gerry,Medina,0,0,0,1995,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31009224330000,9,Great Lakes Energy Partners,22433,0,0,GD,Lakeshore,AC,Moffit #1,Leon,Medina,12,15920,0,1994,"Leon, NY
(42.29338150400048, -79.01635918699964)"
31029516760000,29,"Elf Atochem North America, Inc.",51676,0,0,GD,Unnamed,PA,Lucidol,Tonawanda,None Specified,0,0,0,1990,"Tonawanda, NY
(43.01883193200047, -78.88636737499968)"
31029202350000,29,"Cotton Well Drilling Co., Inc.",20235,0,0,GD,Brant-Eden,AC,Turton; B. #1,Boston,Medina,12,1510,0,1993,"Boston, NY
(42.6409508320005, -78.73951583799965)"
31013114310000,13,"Lenape Resources, Inc.",11431,0,0,GD,Lakeshore,AC,Coe 314,Stockton,Medina,5,738,0,1986,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31037195340000,37,United States Gypsum Co.,19534,0,0,GD,Indian Falls,AC,Baldwin #1,Pembroke,Medina,8,498,0,1990,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31013128050000,13,"Ardent Resources, Inc.",12805,0,0,GD,Lakeshore,IN,Cochran #wn1644,Clymer,Medina,0,0,0,1999,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31029603000000,29,"Weil Resources, Inc.",60300,0,0,GD,Buffalo Creek,AC,Moore 201,Marilla,Medina,12,955,0,1993,"Marilla, NY
(42.83851105500048, -78.55520668799966)"
31013223750000,13,"Nornew, Inc.",22375,0,0,GE,Cassadaga Creek,SI,"Michalak, F #7266",Stockton,Upper Devonian,0,0,0,1994,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013124110000,13,Belden & Blake Corporation,12411,0,0,GD,Lakeshore,AC,Smith 1410,Portland,Medina,12,2234,33,1987,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31009197450000,9,Eastern American Energy Corp.,19745,0,0,GD,Lakeshore,AC,Mosher-Parker Unit 1,Randolph,Medina,12,1454,16,1991,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31013220170000,13,"Universal Resources Holdings , Inc.",22017,0,0,GD,Lakeshore,AC,Johnson #1,Charlotte,Medina,12,2130,0,1999,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31053040020000,53,"Nornew, Inc.",4002,0,0,GW,Lebanon,AC,Parteko N-748,Lebanon,Herkimer-Oneida,6,28149,0,1990,"Lebanon, NY
(42.78105401200048, -75.64767937299968)"
31013020260000,13,"Heintz Gas & Oil Co., Inc.",2026,0,0,GD,Lakeshore,AC,Young 1100,Hanover,Medina,12,4350,0,1988,"Hanover, NY
(42.963563303000456, -75.37938870499966)"
31013100930000,13,Great Lakes Energy Partners,10093,0,0,GD,Lakeshore,AC,Statler Gerald 1,Portland,Medina,12,2109,0,1993,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31029202330000,29,"Stedman Energy, Inc.",20233,0,0,GD,Brant-Eden,AC,Phillips #6,Evans,Medina,11,3652,90,1996,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31013125410000,13,"Kastle Resources Enterprises, Inc.",12541,0,0,GD,Lakeshore,AC,Nobles NY #33,Cherry Creek,Medina,10,760,0,1989,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31121139190000,121,"Ricotta, Anthony P.",13919,0,0,GD,Leicester,AC,Labin 1,Warsaw,Medina,0,0,0,1988,"Warsaw, NY
(42.74022445300045, -78.13319554399965)"
31013105840000,13,Belden & Blake Corporation,10584,0,0,GD,Lakeshore,AC,Skinner 88,Portland,Medina,12,2047,0,1993,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013130560000,13,Great Lakes Energy Partners,13056,0,0,GD,Lakeshore,AC,Wright 2,Westfield,Medina,9,67,0,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013190440000,13,"Lenape Resources Corp., The",19044,0,0,OW,Ellery,PA,Samuelson #253,Ellery,Bass Island,0,187,0,1987,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31099194650000,99,"Columbia Natural Resources, Inc.",19465,0,0,GD,Fayette-Waterloo,AC,Utzman 1 (4076),Fayette,Queenston,12,8678,307,1999,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31013111920000,13,Great Lakes Energy Partners,11192,0,0,GD,Lakeshore,AC,Norman 184,Ripley,Medina,8,1132,0,1995,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029200650000,29,Symbol Oil Corp.,20065,0,0,GD,Brant-Eden,AC,Brusehaber 2,Eden,Medina,6,405,1,1993,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013114870000,13,Belden & Blake Corporation,11487,0,0,GD,Lakeshore,AC,Meder 1,Stockton,Medina,12,1184,16,1999,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013144990000,13,"Kastle Resources Enterprises, Inc.",14499,0,0,GD,Lakeshore,IN,Kline NY #61,Harmony,Medina,10,775,160,1988,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31013150100000,13,"Stedman Energy, Inc.",15010,0,0,GD,Lakeshore,AC,Parker #3-B,Chautauqua,Medina,12,1676,0,1999,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013148630000,13,"Nornew, Inc.",14863,0,0,GD,Lakeshore,AC,Olsen-Jim #ae 158,Busti,Medina,0,0,0,1993,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31013191170000,13,"Lenape Resources, Inc.",19117,0,0,GD,Lakeshore,AC,"Dybka, J 1-274",Cherry Creek,Medina,11,904,80,1995,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013148750000,13,"Nornew, Inc.",14875,0,0,GW,Lakeshore,AC,Latona #1-3163,Busti,Medina,2,75,0,1994,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31037101130000,37,"Call Farms, Inc.",10113,0,0,GD,Indian Falls,AC,Call Farms 1,Batavia City,Medina,12,355,0,1994,"Batavia City, NY
(42.99836355800045, -78.18823639699963)"
31037196950000,37,United States Gypsum Co.,19695,0,0,GD,Indian Falls,AC,Breckenridge #1a,Alabama,Medina,7,120,24,1996,"Alabama, NY
(43.12753359900046, -78.45730864099966)"
31013209680000,13,Seneca Resources Corp.,20968,0,0,GW,Sprague Hill,AC,"Ames, C #7340",Poland,Onondaga,12,5741,0,1994,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31029200020000,29,"Stedman Energy, Inc.",20002,0,0,GD,Brant-Eden,AC,Chiavetta 3,Brant,Medina,12,6389,120,1990,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31029199070000,29,"Stedman Energy, Inc.",19907,0,0,GD,Orchard Park-Hamburg,AC,Black/Benz 1,Orchard Park,Medina,6,18,0,1999,"Orchard Park, NY
(42.76718214500045, -78.74387926899965)"
31009179480000,9,Great Lakes Energy Partners,17948,0,0,GD,Lakeshore,AC,"Kurek, E #1",Conewango,Medina,11,2191,0,1997,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31013147750000,13,Great Lakes Energy Partners,14775,0,0,GD,Lakeshore,AC,"Coleman,H 1",Chautauqua,Medina,12,4730,12,1989,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31121141780000,121,"Big Tree, LLC",14178,0,0,GD,Silver Lake,AC,"Chaffee, W #1",Perry,Medina,12,1551,20,1993,"Perry, NY
(42.719613163000474, -78.00549933199966)"
31099195440000,99,"Columbia Natural Resources, Inc.",19544,0,0,GD,Fayette-Waterloo,AC,Karlsen 3 (4106),Varick,Queenston,12,4168,0,1996,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31013108760000,13,Belden & Blake Corporation,10876,0,0,GD,Lakeshore,AC,Pratt 167,Mina,Medina,12,1013,38,2000,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31121182020000,121,United States Gypsum Co.,18202,0,0,GD,Sheldon,AC,Brigzna #1,Sheldon,Medina,10,386,71,1994,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31013122030000,13,"Stedman Energy, Inc.",12203,0,0,GD,Lakeshore,AC,NYSRA #13-2,Harmony,Medina,12,2347,128,1996,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31099213980000,99,"Columbia Natural Resources, Inc.",21398,0,0,GD,Fayette-Waterloo,AC,Jensen 1246,Fayette,Queenston,12,7355,11,2000,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31013168210000,13,"REI-NY, Inc.",16821,0,0,GD,Lakeshore,AC,Winton 1,Ellery,Medina,11,2382,49,2000,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31037194020000,37,"Subsea Oil & Gas, Inc.",19402,0,0,GD,Alden-Lancaster,AC,Staebell 1,Pembroke,Medina,12,3532,0,1997,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31029208420000,29,"Subsea Oil & Gas, Inc.",20842,0,0,GD,Alden-Lancaster,AC,Radner #2,Newstead,Medina,11,3754,0,1994,"Newstead, NY
(42.96042359900048, -78.52367565699967)"
31013125390000,13,"Kastle Resources Enterprises, Inc.",12539,0,0,GD,Lakeshore,AC,Maziar NY 22,Cherry Creek,Grimsby,12,5231,0,1995,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013199250000,13,Great Lakes Energy Partners,19925,0,0,GD,Lakeshore,AC,Cold Spring Constr. 1,Poland,Medina,12,76021,74,1987,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013114720000,13,Belden & Blake Corporation,11472,0,0,GD,Lakeshore,AC,Christy Farms 1225,Sheridan,Medina,11,848,28,1993,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013123890000,13,Belden & Blake Corporation,12389,0,0,GD,Lakeshore,AC,Mingle 481,Arkwright,Medina,0,0,0,1987,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31099204160000,99,"Pioneer Resources, Inc.",20416,0,0,GD,Fayette-Waterloo,AC,Stengle-Swartley 1,Fayette,Queenston,12,16727,0,1990,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31099212510000,99,"Columbia Natural Resources, Inc.",21251,0,0,GW,Reeder Creek,AC,Ritter 1019-1,Varick,Rochester Shale,11,3636,0,1998,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31029127820000,29,"Howles, William",12782,0,0,GD,Elma,AC,Joezorski #1,Elma,Medina,0,0,0,1996,"Elma, NY
(42.8488412640005, -78.64054591599967)"
31013106560000,13,Belden & Blake Corporation,10656,0,0,GD,Lakeshore,AC,Spato A 3,Portland,Medina,2,1412,2,1998,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31121043830000,121,United States Gypsum Co.,4383,0,0,GD,Danley Corners,IN,Ott #1,Bennington,Medina,3,127,0,1996,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31037205850000,37,United States Gypsum Co.,20585,0,0,GD,Bethany,AC,Bowman #2 (6809),Bethany,Medina,12,1424,219,1991,"Bethany, NY
(42.91424359000047, -78.19239885099967)"
31037116230000,37,Clover Oil & Gas Co.,11623,0,0,GD,Alden-Lancaster,AC,Beal 1,Darien,Medina,12,1749,0,1990,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013116850000,13,Belden & Blake Corporation,11685,0,0,GD,Lakeshore,AC,Mattoon 1272,Sheridan,Medina,0,0,0,1985,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013132550000,13,Seneca Resources Corp.,13255,0,0,GW,Lakeshore,AC,Holliday #6655,Busti,Medina,12,4867,0,1989,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31029155320000,29,"Weil Resources, Inc.",15532,0,0,GD,West Seneca,AC,Juliana #1,Orchard Park,Medina,12,3102,0,1990,"Orchard Park, NY
(42.76718214500045, -78.74387926899965)"
31029137210000,29,"Solar Sportsystems, Inc.",13721,0,0,GD,Elma,AC,Fee No 3,Elma,Medina,12,624,0,1988,"Elma, NY
(42.8488412640005, -78.64054591599967)"
31013223840000,13,"Pefley Oil & Gas, Inc.",22384,0,0,GD,Lakeshore,AC,Lamonica 1,Ellicott,Medina,12,9163,0,1995,"Ellicott, NY
(42.8744233810005, -78.85339824199963)"
31029180600000,29,"Stedman Energy, Inc.",18060,0,0,GD,Brant-Eden,AC,Mecca Bros #1,Brant,Medina,12,3140,25,1987,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31029082320000,29,Seneca Resources Corp.,8232,0,0,GD,Orchard Park-Hamburg,AC,Dambach #700-I,Orchard Park,Medina,12,1629,0,1990,"Orchard Park, NY
(42.76718214500045, -78.74387926899965)"
31013198980000,13,Great Lakes Energy Partners,19898,0,0,GD,Lakeshore,AC,"Carlson, L #1",Poland,Medina,12,4420,2,1993,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31123205440000,123,"Ardent Resources, Inc.",20544,0,0,GD,North Penn Yan,IN,Schiek 1a,Benton,Queenston,12,980,0,1992,"Benton, NY
(42.71756751200047, -77.04357874799967)"
31013098710000,13,Belden & Blake Corporation,9871,0,0,GD,Lakeshore,AC,Knight U10,Ripley,Medina,5,1263,0,1996,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013182280000,13,"GFS Energy, Inc.",18228,0,0,GD,Lakeshore,AC,Ulrich #5,Charlotte,Medina,12,562,0,1996,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31009217860000,9,Fault Line Oil Corp.,21786,0,0,GD,Ashford,AC,Rachic #2,Ashford,Medina,7,1511,0,1997,"Ashford, NY
(42.32096445800045, -78.60733561199964)"
31013177360000,13,"Kastle Resources Enterprises, Inc.",17736,0,0,GD,Lakeshore,AC,Melby #2,Cherry Creek,Medina,8,4167,0,1991,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31029131130000,29,"Pero Farms, Inc.",13113,0,0,GD,Brant-Eden,AC,Pero # 1,Brant,Medina,12,25,0,1990,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31037194570000,37,"Neyman, Robert L. & Maureen J.",19457,0,0,GD,Huron Creek,AC,Rindell 1,Batavia,Medina,5,176,0,1989,"Batavia, NY
(42.99836355800045, -78.18823639699963)"
31029199580000,29,"Stedman Energy, Inc.",19958,0,0,GD,Elma,AC,Boasberg 1,Elma,Medina,12,686,0,1993,"Elma, NY
(42.8488412640005, -78.64054591599967)"
31013181440000,13,"Lenape Resources, Inc.",18144,0,0,GD,Lakeshore,AC,Seeley 674,Ripley,Medina,12,557,41,1995,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029109590000,29,"Ardent Resources, Inc.",10959,0,0,GW,Concord,AC,Heary Clarence 1,Concord,Medina,12,930,,2000,"Concord, NY
(42.53582208600045, -78.71790859699968)"
31009111470000,9,Belden & Blake Corporation,11147,0,0,GD,Lakeshore,AC,Hammermill #1 (Green Bros,Otto,Medina,12,3181,0,1989,"Otto, NY
(42.356452499000454, -78.83082631199966)"
31013225490000,13,"REI-NY, Inc.",22549,0,0,GD,Gerry-Charlotte,IN,Gross #8,Gerry,Onondaga,6,0,0,1998,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013125840000,13,"Stedman Energy, Inc.",12584,0,0,GD,Lakeshore,AC,NYSRA #4-8,Harmony,Medina,12,2942,140,1994,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31009110990000,9,Great Lakes Energy Partners,11099,0,0,GW,Lakeshore,AC,Hershberger #1,Conewango,Medina,0,0,0,1989,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31121179670000,121,"McCormick, Ronald R & Margaret",17967,0,0,GD,Java,IN,"McCormick, R #2",Java,Medina,11,777,0,1992,"Java, NY
(42.694031045000486, -78.33762917299964)"
31029208240000,29,"Cotton Well Drilling Co., Inc.",20824,0,0,GD,Concord,AC,Emerling #1,Concord,Medina,11,2957,2,1989,"Concord, NY
(42.53582208600045, -78.71790859699968)"
31029179990000,29,Erie County Agricultural Society,17999,0,0,GD,Orchard Park-Hamburg,IN,Erie County Fair Gro,Hamburg,Medina,0,0,0,1993,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31037128940000,37,United States Gypsum Co.,12894,0,0,GD,Huron Creek,AC,Franz #1,Darien,Medina,12,4970,0,1990,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013126020000,13,Belden & Blake Corporation,12602,0,0,GD,Lakeshore,AC,Nickerson 507,Chautauqua,Medina,12,1381,0,1993,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013183670000,13,"Lenape Resources, Inc.",18367,0,0,GD,Lakeshore,IN,Dewey 736,Sherman,Medina,12,1648,44,1995,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31013121700000,13,Great Lakes Energy Partners,12170,0,0,GD,Lakeshore,IN,Sam & Sons 1337,Dunkirk,Medina,10,1900,25,1995,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31037196940000,37,United States Gypsum Co.,19694,0,0,GD,Huron Creek,AC,"Bontrager, E. #1",Darien,Medina,12,3549,20,1998,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013118920000,13,Belden & Blake Corporation,11892,0,0,GD,Lakeshore,AC,Anderson (416),Stockton,Medina,12,1587,6,1986,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013141580000,13,"Thompson, Stanley",14158,0,0,GD,Lakeshore,AC,Vilardo 5,Westfield,Medina,10,1561,0,1989,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013143090000,13,Seneca Resources Corp.,14309,0,0,GD,Lakeshore,AC,Vanderwark #6662,Busti,Medina,12,861,0,1999,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31029182220000,29,"Stedman Energy, Inc.",18222,0,0,GD,Brant-Eden,AC,Leone #1,Brant,Medina,12,1288,0,1993,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31099195820000,99,"Columbia Natural Resources, Inc.",19582,0,0,GD,Fayette-Waterloo,AC,Ritter 5 (4136),Varick,Queenston,12,4717,0,1993,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31051160100000,51,"Chloride Power Electronic, Inc.",16010,0,0,GE,Uhley Corners-Caledonia,PA,Fee 1,Caledonia,Medina,0,1000,0,1988,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31029036490000,29,Iroquois Gas Corp.,3649,0,0,GD,Orchard Park-Hamburg,UN,Timm Herman J 1,Hamburg,Medina,,,,2000,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31013121320000,13,Belden & Blake Corporation,12132,0,0,GD,Lakeshore,AC,"Dunn, P & J 1249",Portland,Medina,0,740,0,1996,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013112080000,13,Belden & Blake Corporation,11208,0,0,GD,Lakeshore,AC,Farnham Unit 254 #1,Portland,Medina,12,2762,0,1994,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31037175280000,37,United States Gypsum Co.,17528,0,0,GD,Danley Corners,AC,Kaminski #1,Darien,Medina,11,462,0,2000,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31037173270000,37,"New York Gas & Oil Co, Inc.",17327,0,0,GD,Alden-Lancaster,AC,Darien Lake State Park 17,Darien,Medina,12,2267,0,1997,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013162620000,13,Southwestern Central School,16262,0,0,GD,Lakeshore,AC,Southwestern,Ellicott,Medina,12,2357,75,2000,"Ellicott, NY
(42.8744233810005, -78.85339824199963)"
31037105990000,37,"Reserve Gas Co., Inc.",10599,0,0,GD,Alden-Lancaster,AC,Yuzwak 1,Darien,Medina,12,321,0,1991,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31037161850000,37,Symbol Oil Corp.,16185,0,0,GD,Alden-Lancaster,AC,Morabito,Pembroke,Medina,12,4462,0,1986,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31029178810000,29,"Cotton Well Drilling Co., Inc.",17881,0,0,GD,Brant-Eden,AC,Mammoser #2,Eden,Medina,12,270,14,1991,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013119560000,13,Terra Energy,11956,0,0,GD,Lakeshore,AC,Hopkins-Bell 650,Sheridan,Medina,11,4285,20,1997,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31037042790000,37,Rochester Gas & Electric Corp.,4279,0,0,GD,Pavilion,PA,Partlon 1,Pavilion,Medina,12,0,0,1985,"Pavilion, NY
(42.87466008700045, -78.02324781999965)"
31069142960000,69,"Brocklebank, Terry K.",14296,0,0,GD,East Bloomfield,AC,Ault 1 (Lrc 33),Canandaigua,Medina,0,0,0,1988,"Canandaigua, NY
(42.888094271000455, -77.28093766999967)"
31069215010000,69,Seneca Resources Corp.,21501,0,0,GW,Whetstone Brook,AC,Ashley 7265,Richmond,Medina,0,0,0,1993,"Richmond, NY
(40.56227428900047, -74.13853543399966)"
31037195460000,37,United States Gypsum Co.,19546,0,0,GD,Huron Creek,AC,Sportsman #1,Batavia,Medina,12,1295,0,2000,"Batavia, NY
(42.99836355800045, -78.18823639699963)"
31051173190000,51,"Lenape Resources, Inc.",17319,0,0,GD,Uhley Corners-Caledonia,AC,Carney 139,Caledonia,Medina,12,1008,90,1997,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31013108740000,13,"Nornew, Inc.",10874,0,0,GW,Lakeshore,AC,Reyda J A + M A 1,Sherman,Medina,3,333,100,1987,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31101051230000,101,Wycoff Development Co.,5123,0,0,GW,Wyckoff,AC,Cornell 1,Jasper,Onondaga,12,44146,10,1993,"Jasper, NY
(42.121452527000486, -77.50318677899963)"
31013111220000,13,Belden & Blake Corporation,11122,0,0,GD,Lakeshore,PA,Conti Bros. 5,Arkwright,Medina,5,117,0,1991,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31013187500000,13,Belden & Blake Corporation,18750,0,0,GD,Lakeshore,AC,"Smith, P #1",Cherry Creek,Medina,12,4969,20,1992,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31009169220000,9,"Texas Keystone, Inc.",16922,0,0,GD,Lakeshore,AC,F Huber #1,Persia,Medina,12,525,,2000,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31037030990000,37,Seneca Resources Corp.,3099,0,0,GD,Alden-Lancaster,AC,Hill #1874-I,Darien,Medina,12,5546,0,1993,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31037173870000,37,United States Gypsum Co.,17387,0,0,GD,Alden-Lancaster,AC,Rybak #1,Darien,Medina,12,2125,0,1986,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013184240000,13,Great Lakes Energy Partners,18424,0,0,GD,Lakeshore,AC,"Walker, D #1",Ellington,Medina,12,3951,14,1993,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31037195130000,37,United States Gypsum Co.,19513,0,0,GD,Bethany,AC,Dills Bros #1 (6430),Bethany,Medina,6,699,0,1994,"Bethany, NY
(42.91424359000047, -78.19239885099967)"
31013187500000,13,Great Lakes Energy Partners,18750,0,0,GD,Lakeshore,AC,"Smith, P 1",Cherry Creek,Medina,1,548,0,1995,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31037088290000,37,Clover Oil & Gas Co.,8829,0,0,GD,Alden-Lancaster,AC,Shaffer 1,Darien,Medina,12,1271,0,1995,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013109150000,13,"Nornew, Inc.",10915,0,0,GD,Lakeshore,AC,Carutis Ed + Mildred 1,Sherman,Medina,12,2469,173,1996,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31099195600000,99,"Columbia Natural Resources, Inc.",19560,0,0,GD,Fayette-Waterloo,AC,Saeli 1 (4122),Varick,Queenston,12,4317,0,1988,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31013197230000,13,"GFS Energy, Inc.",19723,0,0,GD,Lakeshore,AC,Holy Family Parish 3,Arkwright,Medina,12,7535,75,1987,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31013179630000,13,"Stedman Energy, Inc.",17963,0,0,GD,Lakeshore,AC,Charrington Creek 5,Cherry Creek,Medina,12,3717,50,1998,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013211410000,13,Seneca Resources Corp.,21141,0,0,GD,Lakeshore,AC,"Olson, H #7333",Busti,Medina,12,9241,0,1993,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31013119000000,13,Belden & Blake Corporation,11900,0,0,GD,Lakeshore,AC,Verhague 426,Stockton,Medina,12,1988,1,1989,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31029603160000,29,Seneca Resources Corp.,60316,0,0,GD,Orchard Park-Hamburg,AC,Becher(Deenfrund)993-I,Orchard Park,Medina,10,1173,0,1995,"Orchard Park, NY
(42.76718214500045, -78.74387926899965)"
31013179870000,13,"Nornew, Inc.",17987,0,0,GD,Lakeshore,AC,Ruth Unit #1,Ellicott,Medina,12,3045,100,1987,"Ellicott, NY
(42.8744233810005, -78.85339824199963)"
31029030500000,29,Seneca Resources Corp.,3050,0,0,GD,Alden-Lancaster,AC,Newton #1805-I,Alden,Medina,9,843,2,1998,"Alden, NY
(42.90013055000048, -78.49091643399964)"
31121209390000,121,United States Gypsum Co.,20939,0,0,GD,Alden-Lancaster,AC,"Weglarski, J. #1",Bennington,Medina,12,3260,0,1998,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31013121930000,13,"Dunkirk, City of",12193,0,0,GD,Lakeshore,IN,Dunkirk #1,Dunkirk,Medina,0,0,0,1993,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31121158700000,121,"Big Tree, LLC",15870,0,0,GD,Castile,AC,"Pinkney, L #1",Castile,Medina,0,0,0,1988,"Castile, NY
(42.6294415590005, -78.05405979999966)"
31013110500000,13,Belden & Blake Corporation,11050,0,0,GD,Lakeshore,AC,Wahl 1185,Portland,Medina,12,1676,5,1999,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31037204180000,37,United States Gypsum Co.,20418,0,0,GD,Huron Creek,AC,"Bontrager, E. #2",Darien,Medina,12,2300,0,1990,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013219590000,13,Seneca Resources Corp.,21959,0,0,GD,Lakeshore,AC,Caflisch #7050,Clymer,Medina,0,0,100,1998,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013129470000,13,"Cotton Well Drilling Co., Inc.",12947,0,0,GD,Lakeshore,IN,#2 Joint Venture,Dunkirk,Medina,12,2897,0,1986,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31013180800000,13,"Lenape Resources, Inc.",18080,0,0,GD,Lakeshore,AC,Smith #1,Harmony,Medina,12,1917,33,2000,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31013148950000,13,"J.M. Resources, Inc.",14895,0,0,GD,Lakeshore,AC,Newbury #6,Ripley,Medina,12,3621,0,1987,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013162970000,13,Belden & Blake Corporation,16297,0,0,GD,Lakeshore,AC,NYSRA #10-9,Gerry,Medina,12,1473,0,1996,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31123047970000,123,"Loree, Ann E.",4797,0,0,GW,North Penn Yan,IN,Loree 2,Benton,Queenston,12,0,0,1993,"Benton, NY
(42.71756751200047, -77.04357874799967)"
