API Well Number,County,Company Name,API Hole Number,Sidetrack Code,Completion Code,Well Type Code,Production Field,Well Status Code,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, MCF","Water Produced, bbl","Oil Produced, bbl",Reporting Year,Location 1
31013191330000,Chautauqua,Empire Energy E&P LLC,19133,00,00,GD,Lakeshore,AC,"Bricker, J 1",Clymer,Medina,12,2299,165,0,2006,"Clymer, NY
(42.02083023700004, -79.62887619399999)"
31013185540000,Chautauqua,"Kastle Resources Enterprises, Inc.",18554,00,00,GD,Lakeshore,AC,Doud 1,Ellington,Medina,12,1026,30,,2004,"Ellington, NY
(42.21700315800007, -79.10806611699996)"
31003660310000,Allegany,"Collins, Terry",66031,00,00,OD,Richburg,IN,Harder 20,Scio,Richburg,6,0,0,5,2006,"Scio, NY
(42.173332610000045, -77.98390627099997)"
31013202270000,Chautauqua,"Cotton Well Drilling Co., Inc.",20227,00,00,GD,Lakeshore,AC,Ebling 1,Villenova,Medina,10,529,0,0,2001,"Villenova, NY
(42.37070143700004, -79.13500732899996)"
31013168330000,Chautauqua,"Universal Resources Holdings, Inc.",16833,00,00,GD,Gerry-Charlotte,AC,"Benedict, W 1",Charlotte,Medina,12,130,0,,2005,"Charlotte, NY
(43.245401668000056, -77.61779921199997)"
31003227000000,Allegany,Nathan Petroleum Corp.,22700,00,00,OD,Beech Hill-Independence,AC,Clark 100 9,Independence,Fulmer Valley,12,304,4,56,2007,"Independence, NY
(42.088023219000036, -77.78023782399998)"
31013178750000,Chautauqua,"Gier's Farm Service, Inc.",17875,00,00,GD,Lakeshore,AC,Mount 2,Cherry Creek,Medina,12,1,,,2003,"Cherry Creek, NY
(42.29336326600003, -79.09200808799994)"
31003122050000,Allegany,SK Enterprises,12205,00,00,OW,Richburg,IN,Stony Van Welch 2,Bolivar,Richburg,0,,,0,2003,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31009127940000,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",12794,00,00,IW,Chipmunk,NR,Rumsey So 0232,Allegany,Chipmunk,0,,0,0,2003,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31013143630000,Chautauqua,Great Lakes Energy Partners,14363,00,00,GD,Lakeshore,AC,"Orton, J 3",Ripley,Devonian Shale,8,722,0,0,2005,"Ripley, NY
(42.266564318000064, -79.71128695999994)"
31013158280000,Chautauqua,"Copper Ridge Oil, Inc.",15828,00,00,GD,Lakeshore,AC,Nelson 2,Ellicott,Medina,10,1020,20,,2005,"Ellicott, NY
(42.12778151200007, -79.24113614199996)"
31009649320000,Cattaraugus,"BDH Oil, Inc.",64932,00,00,OD,Bradford,NR,James Lease 27,Olean,Bradford Third,2,,3,3,2005,"Olean, NY
(42.07755349100006, -78.42886750099996)"
31009191270000,Cattaraugus,Cal Ban Corp.,19127,00,00,OD,Five Mile,AC,Cal Ban Cb36,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,0,0,,2002,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31013226560000,Chautauqua,Empire Energy E&P LLC,22656,00,00,GD,Lakeshore,AC,Nelson 1,Gerry,Medina,12,3630,180,0,2001,"Gerry, NY
(42.19296057200006, -79.24892953199998)"
31013156600000,Chautauqua,Empire Energy E&P LLC,15660,00,00,GD,Lakeshore,AC,"Wassink, R 4",Clymer,Medina,0,0,0,0,2007,"Clymer, NY
(42.02083023700004, -79.62887619399999)"
31013126820000,Chautauqua,Great Lakes Energy Partners,12682,00,00,GD,Lakeshore,AC,Riscili 3,Portland,Medina,10,1953,0,0,2005,"Portland, NY
(42.36162322700005, -79.48653679199998)"
31099239760000,Seneca,Minard Run Oil Co.,23976,00,00,GD,Fayette-Waterloo,AC,Nolt 1 (626278)     ,Fayette,Queenston,2,6498,270,0,2007,"Fayette, NY
(42.81890361500007, -76.80892711999996)"
31013176000000,Chautauqua,Empire Energy E&P LLC,17600,00,00,GD,Lakeshore,AC,"Fletcher,R 2",French Creek,Medina,3,58,0,0,2003,"French Creek, NY
(42.064131788000054, -79.71709754799997)"
31099195030000,Seneca,Minard Run Oil Co.,19503,00,00,GD,Fayette-Waterloo,AC,Martin/Wise 1 (4103),Varick,Queenston,12,517,0,0,2006,"Varick, NY
(42.805904258000055, -76.84525774399998)"
31013223110000,Chautauqua,Seneca Resources Corp.,22311,00,00,GD,Lakeshore,AC,"Christoff, A 7316",Jamestown,Medina,12,873,0,,2003,"Jamestown, NY
(42.09605223400007, -79.23779738699994)"
31013110500000,Chautauqua,Empire Energy E&P LLC,11050,00,00,GD,Lakeshore,AC,Wahl 1185,Portland,Medina,12,1268,18,0,2001,"Portland, NY
(42.36162322700005, -79.48653679199998)"
31013159410000,Chautauqua,Fluvanna Community Church,15941,00,00,GD,Lakeshore,AC,Fluvanna Comm Ch 1,Ellicott,Medina,12,416,0,0,2001,"Ellicott, NY
(42.12778151200007, -79.24113614199996)"
31013145540000,Chautauqua,Empire Energy E&P LLC,14554,00,00,GW,Lakeshore,AC,Lyon 591,Westfield,Medina,12,916,0,0,2006,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31013116280000,Chautauqua,Empire Energy E&P LLC,11628,00,00,GD,Lakeshore,AC,Gervase 1219 1,Pomfret,Medina,12,2515,0,0,2002,"Pomfret, NY
(42.423823638000044, -79.31416638599995)"
31029138940000,Erie,U S Energy Development Corp.,13894,00,00,GD,Elma,PA,Kipfer 1,Elma,Medina,0,0,0,,2004,"Elma, NY
(42.84884125800005, -78.64054717999994)"
31013166210000,Chautauqua,Empire Energy E&P LLC,16621,00,00,GD,Lakeshore,AC,"Nordland,J 3",Kiantone,Medina,9,1478,0,0,2007,"Kiantone, NY
(42.02716097700005, -79.20258709099994)"
31003675060000,Allegany,"Sturdevant, Walter B.",67506,00,00,OD,Richburg,IN,Sloan w11,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31003608170000,Allegany,James V. Joyce/DBA Pipeline Co.,60817,00,00,GD,Andover,IN,Livermore 14,Andover,Penny,0,0,0,,2005,"Andover, NY
(42.16025323000008, -77.79311714599999)"
31003552250000,Allegany,"Devlieger, Carl L.",55225,00,00,OD,Fulmer Valley,NR,Corwin-Dare 8,Wellsville,Fulmer Valley,0,0,,0,2003,"Wellsville, NY
(42.127843753000036, -77.95913902899997)"
31013116570000,Chautauqua,Empire Energy E&P LLC,11657,00,00,GD,Lakeshore,AC,Paddock 274,Chautauqua,Medina,12,2798,0,0,2003,"Chautauqua, NY
(42.205101900000045, -79.46580628599997)"
31013113180000,Chautauqua,"Curtis & Son Oil, Inc.",11318,00,00,OD,Busti,NR,Hanstrom 9,Busti,Glade,12,,0,5,2006,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31009126910000,Cattaraugus,"McCracken Oil & Gas, LLC",12691,00,00,OD,Bradford,AC,Chipchop No W-26,Carrollton,Bradford 2nd & 3rd,12,40,4,40,2003,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31011135870000,Cayuga,"OI. Auburn, Inc.",13587,00,00,GD,West Auburn,AC,Shank A137-5,Aurelius,Queenston,12,3736,0,0,2001,"Aurelius, NY
(42.922942928000055, -76.67442556599997)"
31029211800000,Erie,"Cotton Well Drilling Co., Inc.",21180,00,00,GD,Brant-Eden,AC,Ridge 1,Eden,Medina,12,3881,40,,2006,"Eden, NY
(42.66478299000005, -78.88882867299998)"
31009142180000,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",14218,00,00,OD,Chipmunk,NR,Allegany Indian Reser 183,Carrollton,Chipmunk,0,,0,0,2004,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31013225990000,Chautauqua,Libra Petroleum Company,22599,00,00,OD,Busti,NR,"Crandall, L 35",Busti,Glade,12,,0,13,2006,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31003552040000,Allegany,Helmhold Oil,55204,00,00,OD,Fulmer Valley,AC,Roeske Lot 229 2,Willing,Fulmer Valley,7,,0,3,2005,"Willing, NY
(42.04880286100007, -77.89755657599994)"
31051159760000,Livingston,"Big Tree, LLC",15976,00,00,GD,Silver Lake,AC,Cipriano Bros 2,Leicester,Medina,12,5209,0,,2005,"Leicester, NY
(42.77199211900006, -77.89395996899998)"
31003679530000,Allegany,"Sturdevant, Walter B.",67953,00,00,OD,Richburg,IN,J&R Oil Lot 8 111,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31029223860000,Erie,Empire Energy E&P LLC,22386,00,00,GD,Elma,AC,"Smith, M 1a",Elma,Grimsby,12,3812,,,2001,"Elma, NY
(42.84884125800005, -78.64054717999994)"
31121160760000,Wyoming,United States Gypsum Co.,16076,00,00,GD,Sheldon,AC,"Bartz, E. 1",Sheldon,Medina,12,1174,50,0,2002,"Sheldon, NY
(42.73724418000006, -78.41924690999997)"
31029244570000,Erie,U S Energy Development Corp.,24457,00,00,GD,North Collins,AC,Rychlik 1     ,North Collins,Medina,10,4540,110,,2007,"North Collins, NY
(42.59468249100007, -78.94094613599998)"
31003605850000,Allegany,Collins Oil Co.,60585,00,00,OD,Richburg,IN,Jones 9,Bolivar,Richburg,0,0,,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31009208980000,Cattaraugus,"Heim, William J.",20898,00,00,GE,Ashford,IN,Harvey 1,Ashford,Medina,12,,,,2003,"Ashford, NY
(42.320962448000046, -78.60733746799997)"
31011205570000,Cayuga,Minard Run Oil Co.,20557,00,00,GD,West Auburn,SI,O'Hara Farms 950-11     ,Aurelius,Queenston,12,7424,0,,2001,"Aurelius, NY
(42.922942928000055, -76.67442556599997)"
31009203440000,Cattaraugus,"Little, Jay R.",20344,00,00,OD,Chipmunk,AC,Pfouts I 54,Carrollton,"Chipmunk, Bradford 1st & 2nd",12,,0,93,2007,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31101001130000,Steuben,Iroquois Gas Corp.,00113,00,00,GD,Howard,IN,Russell 1,Fremont,Oriskany,,,,,2004,"Fremont, NY
(42.392672307000055, -77.63223898999996)"
31003680280000,Allegany,"Taylor, Ricky L.",68028,00,00,OD,Fulmer Valley,IN,Ewell 1,Wellsville,Fulmer Valley,0,0,0,0,2007,"Wellsville, NY
(42.127843753000036, -77.95913902899997)"
31029017930000,Erie,Iroquois Gas Corp.,01793,00,00,GD,Chaffee-Arcade,PA,Jewett; Martin 1,Sardinia,Medina,0,0,,,2001,"Sardinia, NY
(42.540871200000026, -78.51533723199998)"
31009168380000,Cattaraugus,"Stedman Energy, Inc.",16838,00,00,GD,Lakeshore,AC,Waite 1,Randolph,Medina,10,296,0,0,2007,"Randolph, NY
(42.16233383800005, -78.97460931299997)"
31009166760000,Cattaraugus,McKellpee Energy Corp.,16676,00,00,OD,Bradford,AC,Utter Purchase 51,Allegany,Bradford,0,0,0,0,2003,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31013095690000,Chautauqua,Libra Petroleum Company,09569,00,00,OD,Busti,AC,L.Crandall 19,Busti,Glade,12,0,0,,2002,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31009127490000,Cattaraugus,SWEPI LP,12749,00,00,OD,Bradford,PA,Enterprise Transit St 37,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,0,0,63,2007,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31009673610000,Cattaraugus,"Dieteman, Peter H.",67361,00,00,OD,Chipmunk,NR,Closser 37,Carrollton,Chipmunk,0,,0,0,2005,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31009052660000,Cattaraugus,"Copper Ridge Oil, Inc.",05266,00,00,OD,Five Mile,PA,Harrington 4,Olean,Bradford Third,0,0,0,0,2001,"Olean, NY
(42.07755349100006, -78.42886750099996)"
31003639930000,Allegany,Collins Oil Co.,63993,00,00,OD,Richburg,NR,Vincent 164,Scio,Richburg,0,0,0,0,2006,"Scio, NY
(42.173332610000045, -77.98390627099997)"
31013072840000,Chautauqua,"Decker, James K. & Tiffany J.",07284,00,00,OD,Busti,AC,Muntz-Angle 6,Busti,Glade,12,0,0,,2002,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31009552840000,Cattaraugus,Thomas A Miller Oil Co.,55284,00,00,OD,Five Mile,SI,Rehler 2,Allegany,Bradford,0,,,0,2004,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31013155660000,Chautauqua,Empire Energy E&P LLC,15566,00,00,GD,Lakeshore,AC,"Kopta, A 4",Chautauqua,Medina,12,912,50,0,2003,"Chautauqua, NY
(42.205101900000045, -79.46580628599997)"
31029187810000,Erie,"Cotton Well Drilling Co., Inc.",18781,00,00,GD,Brant-Eden,AC,Mammoser 4,Boston,Medina,11,79,0,,2007,"Boston, NY
(42.640953800000034, -78.73951834399998)"
31013049710000,Chautauqua,Eagle S & T,04971,00,00,OD,Busti,AC,Anderson 3,Busti,Glade,12,0,0,,2001,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31009148730000,Cattaraugus,Thomas A Miller Oil Co.,14873,00,00,OW,Bradford,SI,Warters Wtrs1,Allegany,Bradford,0,,,,2001,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31051174250000,Livingston,"Lenape Resources, Inc.",17425,00,00,GD,Uhley Corners-Caledonia,AC,Anderson 185,York,Medina,12,179,60,0,2001,"York, NY
(43.20406069000006, -76.93921855399998)"
31009604500000,Cattaraugus,"Holly Oil Production, LLC",60450,00,00,OD,Chipmunk,SI,Morse 5,Carrollton,Chipmunk,4,0,0,6,2007,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31013129750000,Chautauqua,"Nornew, Inc.",12975,00,00,GD,Lakeshore,AC,Button 20489,Harmony,Medina,9,410,291,,2005,"Harmony, NY
(42.02320426400007, -79.46875825999996)"
31013147950000,Chautauqua,Empire Energy E&P LLC,14795,00,00,GD,Lakeshore,AC,"Neratko,J 2",Westfield,Medina,12,1709,0,0,2006,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31121138880000,Wyoming,"GFS Energy, Inc.",13888,00,00,GD,Leicester,AC,Krammell 1,Perry,Medina,12,759,0,,2006,"Perry, NY
(42.719612357000074, -78.00549925199994)"
31003639070000,Allegany,"Saint John Exploration & Production, Inc.",63907,00,00,IW,Richburg,IN,Trio Farm 73wg,Bolivar,Richburg,0,0,0,,2006,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31003675440000,Allegany,"Saint John Exploration & Production, Inc.",67544,00,00,OD,Richburg,IN,Big Four 12,Bolivar,Richburg,0,0,0,0,2001,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31009551410000,Cattaraugus,"McCracken Oil & Gas, LLC",55141,00,00,OD,Bradford,IN,McCray 42,Carrollton,Bradford,12,,5,33,2003,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31101216500000,Steuben,Nathan Petroleum Corp.,21650,00,00,OD,Beech Hill-Independence,AC,Edwards 4,West Union,Fulmer Valley,12,180,5,66,2002,"West Union, NY
(42.094842991000064, -77.72058926999995)"
31013148190000,Chautauqua,"Kastle Resources Enterprises, Inc.",14819,00,00,GD,Lakeshore,AC,Lent NY 17,Cherry Creek,Medina,12,4392.7299999999996,85,,2001,"Cherry Creek, NY
(42.29336326600003, -79.09200808799994)"
31013224630000,Chautauqua,"Pefley Oil & Gas, Inc.",22463,00,00,OD,Busti,AC,"Nelson, T 1g",Busti,Glade,0,0,,0,2003,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31013141760000,Chautauqua,"Kastle Resources Enterprises, Inc.",14176,00,00,GD,Lakeshore,AC,Peterson Croner 4,Harmony,Medina,9,2131,275,0,2005,"Harmony, NY
(42.02320426400007, -79.46875825999996)"
31029016100000,Erie,Iroquois Gas Corp.,01610,00,00,GD,North Collins,PA,Kohn F M 1,North Collins,Medina,0,0,0,,2006,"North Collins, NY
(42.59468249100007, -78.94094613599998)"
31003646530000,Allegany,"McGinnis, Tom",64653,00,00,OD,Ford's Brook,IN,Andrus 1,Willing,Richburg,0,,0,0,2006,"Willing, NY
(42.04880286100007, -77.89755657599994)"
31013184280000,Chautauqua,Empire Energy E&P LLC,18428,00,00,GD,Lakeshore,AC,"Hinsdale, E 1",Sherman,Medina,12,1162,,,2002,"Sherman, NY
(42.15934185200007, -79.59595990199995)"
31013191180000,Chautauqua,"Lenape Resources, Inc.",19118,00,00,GD,Lakeshore,AC,Dybka Bros. 1 273,Villenova,Medina,8,203,40,0,2001,"Villenova, NY
(42.37070143700004, -79.13500732899996)"
31013199470000,Chautauqua,Empire Energy E&P LLC,19947,00,00,GD,Lakeshore,AC,Starks Unit 1,Ellery,Medina,12,1903,0,0,2003,"Ellery, NY
(42.195143433000055, -79.38579622199995)"
31013139770000,Chautauqua,Great Lakes Energy Partners,13977,00,00,GD,Lakeshore,AC,"McConnon, V 1",Busti,Medina,12,562,0,0,2005,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31003611530000,Allegany,Moose Oil Co.,61153,00,00,IW,Richburg,NR,Tullar p-36,Bolivar,Waugh & Porter,0,0,0,0,2001,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31121153870000,Wyoming,United States Gypsum Co.,15387,00,00,GD,Sheldon,AC,"Bartz, L. 1",Sheldon,Medina,12,1487,10,0,2005,"Sheldon, NY
(42.73724418000006, -78.41924690999997)"
31003160680000,Allegany,"Schiralli, Bradley L.And Paffie, Ronald",16068,00,00,OD,Richburg,AC,Hoyt 9,Bolivar,Richburg,12,,34,33,2005,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31003677950000,Allegany,D & D Oil,67795,00,00,OD,Browning,IN,Browning 25a,Scio,Scio,0,,0,0,2005,"Scio, NY
(42.173332610000045, -77.98390627099997)"
31013243540000,Chautauqua,U S Energy Development Corp.,24354,00,00,GD,Lakeshore,AC,Steiger 2     ,Hanover,Medina,0,0,0,,2006,"Hanover, NY
(42.96356369500006, -75.37938908499996)"
31101216520000,Steuben,Nathan Petroleum Corp.,21652,00,00,OD,Beech Hill-Independence,AC,Edwards 6,West Union,Fulmer Valley,12,163,8,73,2003,"West Union, NY
(42.094842991000064, -77.72058926999995)"
31029157010000,Erie,"GFS Energy, Inc.",15701,00,00,GD,Buffalo Creek,AC,H Eldridge 1,Marilla,Medina,7,565,0,,2004,"Marilla, NY
(42.83851379400005, -78.55520666799998)"
31003603630000,Allegany,"Alma Gas, Inc.",60363,00,00,GD,Sharon,AC,Stebbins(Dickerson) 2131,Alma,Upper Devonian,12,291,0,,2007,"Alma, NY
(42.01271230700007, -78.05476699299999)"
31009606630000,Cattaraugus,SWEPI LP,60663,00,00,OD,Bradford,PA,Enter. Transit 89,Allegany,Harrisburg,,,,99,2003,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31013122200000,Chautauqua,Empire Energy E&P LLC,12220,00,00,GD,Lakeshore,AC,Howard 1351,Hanover,Medina,12,1182,4,0,2001,"Hanover, NY
(42.96356369500006, -75.37938908499996)"
31029135820000,Erie,"Weil Resources, Inc.",13582,00,00,GD,Lakeview,AC,Mann 3,Evans,Medina,12,87,0,,2005,"Evans, NY
(42.64988085500005, -79.04095760399997)"
31009552760000,Cattaraugus,"Carr, Daniel & Gill, Mary Eileen",55276,00,00,OD,Four Mile,IN,Gerringer-2 2,Allegany,Bradford Third,0,0,0,0,2002,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31009054540000,Cattaraugus,"Copper Ridge Oil, Inc.",05454,00,00,OD,Five Mile,AC,Lunn Stopfel & Place l19,Olean,Bradford,11,,3,54,2005,"Olean, NY
(42.07755349100006, -78.42886750099996)"
31009232840000,Cattaraugus,"Texas Keystone, Inc.",23284,00,00,GD,Lakeshore,AC,Bowers 4,Persia,Medina,12,2013,0,,2006,"Persia, NY
(42.38478111000006, -78.93615806899999)"
31097227990000,Schuyler,Columbia Natural Resources  LLC,22799,00,00,DW,Not Applicable,PM,Rumsey 1 (623838),Tyrone,Not Applicable,0,0,,,2002,"Tyrone, NY
(42.419742445000054, -77.07356895299995)"
31003607760000,Allegany,"Otis Eastern Service, Inc.",60776,00,00,OD,Beech Hill-Independence,AC,T Joyce 5,Andover,Penny,3,3,0,0,2003,"Andover, NY
(42.16025323000008, -77.79311714599999)"
31009123820000,Cattaraugus,SWEPI LP,12382,00,00,OD,Bradford,PA,Enterprise Transit St 129,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,0,0,63,2007,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31009225630000,Cattaraugus,"Beauty View Farm, L.P.",22563,00,00,GD,Lakeshore,IN,Reid M. 1,New Albion,Medina,0,0,,,2003,"New Albion, NY
(42.289024219000055, -78.89022908199996)"
31101214330000,Steuben,Nathan Petroleum Corp.,21433,00,00,OD,Beech Hill-Independence,AC,Neuenschwander 6,West Union,Fulmer Valley,12,361,275,134,2001,"West Union, NY
(42.094842991000064, -77.72058926999995)"
31003698140000,Allegany,"Hogan Energy, Inc.",69814,00,00,OD,Clarksville,PA,Nichols 385(G),Clarksville,Not Applicable,0,,0,0,2006,"Clarksville, NY
(42.54430331400005, -73.98277623299998)"
31009686990000,Cattaraugus,Bkg Truck Repair,68699,00,00,GD,Hotchkiss Hollow,IN,Hotchkiss Hollow 37,Cold Spring,Upper Devonian,0,0,0,0,2001,"Cold Spring, NY
(41.41823179800008, -73.95766666799994)"
31013160400000,Chautauqua,"EnerVest Operating, LLC",16040,00,00,GD,Lakeshore,AC,Johnson Unit 1,Ellicott,Medina,12,1417,0,,2001,"Ellicott, NY
(42.12778151200007, -79.24113614199996)"
31003669060000,Allegany,"Simon of Bolivar Enterprises, Inc.",66906,00,00,OD,Richburg,AC,Peckham 2,Genesee,Richburg,0,0,0,0,2002,"Genesee, NY
(43.000943515000074, -78.19369206299996)"
31013152010000,Chautauqua,Empire Energy E&P LLC,15201,00,00,GD,Lakeshore,AC,"Kershaw, L 3",Chautauqua,Medina,12,1228,,,2001,"Chautauqua, NY
(42.205101900000045, -79.46580628599997)"
31013224020000,Chautauqua,"Schreiner Oil & Gas, Inc.",22402,00,00,GD,Lakeshore,AC,Schofield 2,Westfield,Medina,12,2645,0,,2007,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31013664210000,Chautauqua,Seneca Resources Corp.,66421,00,00,GD,Lakeshore,AC,Cappellino 1683-I,Hanover,Medina,12,903,0,,2002,"Hanover, NY
(42.96356369500006, -75.37938908499996)"
31011153770000,Cayuga,Minard Run Oil Co.,15377,00,00,GD,West Auburn,AC,Staehr 2 (782-1),Springport,Queenston,12,7726,0,,2001,"Springport, NY
(42.85856410200006, -76.68352600499998)"
31009605310000,Cattaraugus,Unknown 009,60531,00,00,OD,Bradford,IN,McGuire 9,Allegany,Bradford Third,0,,0,0,2006,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31037196570000,Genesee,United States Gypsum Co.,19657,00,00,GD,Indian Falls,AC,Sportster's Gun Club 1,Pembroke,Medina,12,506,0,0,2006,"Pembroke, NY
(42.99836053700005, -78.43495817099995)"
31013116760000,Chautauqua,"20 Bliss Street, Inc.",11676,00,00,GD,Lakeshore,AC,Frazita  1(1256),Pomfret,Medina,12,1090,0,,2005,"Pomfret, NY
(42.423823638000044, -79.31416638599995)"
31011168440000,Cayuga,"DGM AG, LLC",16844,00,00,GW,West Auburn,AC,Dunn 1,Scipio,Queenston,12,,,,2003,"Scipio, NY
(42.78643189700006, -76.55901848499997)"
31121209360000,Wyoming,United States Gypsum Co.,20936,00,00,GD,Danley Corners,AC,"Rudolph, D. 1",Bennington,Medina,8,303,20,0,2006,"Bennington, NY
(42.83674438800006, -78.39450634199994)"
31121182630000,Wyoming,"Lenape Resources, Inc.",18263,00,00,GD,Leicester,AC,"Shearing, D 182",Perry,Medina,12,1579,0,0,2004,"Perry, NY
(42.719612357000074, -78.00549925199994)"
31003608740000,Allegany,"Plants & Goodwin, Inc.",60874,00,00,OD,Richburg,SI,Green 243,Bolivar,Richburg,12,8,4,3,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31003665660000,Allegany,"Iantorno, Randy F.",66566,00,00,OD,Richburg,AC,Iantorno 1,Bolivar,Richburg,12,,1,42,2005,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31013146340000,Chautauqua,Great Lakes Energy Partners,14634,00,00,GD,Lakeshore,AC,Bostwick Vyrd 1,Westfield,Medina,3,239,0,0,2005,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31013049980000,Chautauqua,Libra Petroleum Company,04998,00,00,OD,Busti,NR,Crandall Laurence 1,Busti,Glade,12,0,0,,2001,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31013224420000,Chautauqua,"Matrix Energy Development, Inc.",22442,00,00,GD,Lakeshore,AC,"Gee, J 1",Sheridan,Medina,12,1250,0,0,2006,"Sheridan, NY
(42.487051017000056, -79.23930894099993)"
31013121230000,Chautauqua,"Resource Energy, LLC",12123,00,00,GD,Lakeshore,AC,Gleason 2,North Harmony,Medina,4,2724,0,0,2003,"North Harmony, NY
(42.088272181000036, -79.41227952199995)"
31003677840000,Allegany,D & D Oil,67784,00,00,OD,Browning,IN,Browning 11,Scio,Scio,0,,0,0,2005,"Scio, NY
(42.173332610000045, -77.98390627099997)"
31003680170000,Allegany,"Sturdevant, Walter B.",68017,00,00,OD,Richburg,IN,J&R Oil Lot 8 120,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31097238230000,Schuyler,Fortuna Energy Inc.,23823,00,00,DW,New Field Wildcat,PM,Kaiser 1     ,Orange,Not Applicable,0,0,0,0,2007,"Orange, NY
(41.397879180000075, -74.32243555899998)"
31097230040000,Schuyler,"Chris Glade Oil & Gas, LLC",23004,00,00,GW,Lodi,SI,Fierro 1     ,Reading,Queenston,12,38321,1875,0,2006,"Reading, NY
(42.455032765000055, -76.97319737999999)"
31101216100000,Steuben,Nathan Petroleum Corp.,21610,00,00,IW,Beech Hill-Independence,AC,Neuenschwander 27,West Union,Fulmer Valley,12,0,7131,0,2001,"West Union, NY
(42.094842991000064, -77.72058926999995)"
31013118120000,Chautauqua,Great Lakes Energy Partners,11812,00,00,GD,Lakeshore,AC,Holmes 1287 1,Pomfret,Medina,12,2179,0,0,2005,"Pomfret, NY
(42.423823638000044, -79.31416638599995)"
31003668900000,Allegany,"Dorvit, Russell & Shawn",66890,00,00,GD,Ceres,AC,Bucher 2,Genesee,Waugh & Porter,1,0,20,0,2006,"Genesee, NY
(43.000943515000074, -78.19369206299996)"
31003679530000,Allegany,"Sturdevant, Walter B.",67953,00,00,OD,Richburg,IN,J&R Oil Lot 8 111,Bolivar,Richburg,0,0,0,0,2003,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31009606410000,Cattaraugus,Case Brothers Inc.,60641,00,00,OD,Bradford,AC,Wahl 8,Carrollton,Bradford,12,,5,41,2003,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31029035770000,Erie,Iroquois Gas Corp.,03577,00,00,GD,Brant-Eden,PA,Udek 1,Concord,Medina,0,0,,,2001,"Concord, NY
(42.53582083400005, -78.71790757999997)"
31013160510000,Chautauqua,"REI-NY, LLC",16051,00,00,GD,Lakeshore,AC,Tompsett 2,Gerry,Medina,0,636,0,0,2003,"Gerry, NY
(42.19296057200006, -79.24892953199998)"
31009552860000,Cattaraugus,Thomas A Miller Oil Co.,55286,00,00,OD,Five Mile,SI,Rehler 4,Allegany,Bradford,0,0,0,0,2003,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
